,Unnamed: 0,Rad21,ctcf,ctcfloc,nearest,ctcfread
713,11,74.40594433418664,322.4337603815121,8465,769.0,210.89054997835615
714,12,24.15192951170171,189.86752486861107,9234,769.0,216.2838802250955
715,13,743.6308376717386,963.8525934256768,10003,769.0,1068.3328820883444
716,14,31.202492785304077,118.4959660976544,10772,769.0,136.7767985997403
717,15,770.6437100315434,905.2345378578284,11541,769.0,876.7643831140723
718,16,30.891753674461416,204.82874139737388,12310,769.0,172.44080221331376
719,17,1204.4837269057823,1164.9064974830942,13079,769.0,1125.0519287072063
720,18,1281.177354004276,1129.6615434643045,13848,769.0,1197.3031185892007
721,19,479.40079960882446,630.2303198964174,14617,769.0,396.4178712288032
722,20,483.601135176077,727.2416635188871,15387,769.0,734.8857856322812
723,21,309.3782878400016,589.8410547726509,16156,769.0,429.7172315510135
724,22,711.6032789714385,958.6173662406436,16925,769.0,1020.408364970922
725,23,10.940159730012176,161.01510687387108,17694,769.0,120.24049174712512
726,24,60.776284024122496,266.9659665079751,18463,769.0,257.56796070238835
727,25,814.9079606139923,1022.4885252382044,19232,769.0,1093.5827375077636
728,26,1105.0257811526255,1137.5612745374808,20001,769.0,1045.9497517550296
729,27,837.5061945714807,1089.188948651041,20770,769.0,777.9190542977058
730,28,549.5849780922523,785.7279247316427,21539,769.0,845.6353118400993
731,29,523.1935839541328,558.6238401746559,22308,769.0,639.9923264261381
732,30,52.08094649140469,332.05350052839884,23078,769.0,336.9778652061807
733,31,411.4989463188273,554.5135644275516,23847,769.0,677.9399923964393
734,32,22.491082539956476,149.98667489620902,24616,769.0,160.76335143884214
735,33,318.6361703147621,757.1665808227182,25385,769.0,975.7716737997102
736,34,570.8813223267275,837.9357602619845,26154,769.0,923.5389709596672
737,35,672.7930355413658,1055.4194106600785,26923,769.0,1174.8713996951049
738,36,156.66608757346526,474.5994278508643,27692,769.0,413.24570944610696
739,37,14.915477320447552,131.28872886304512,28461,769.0,124.30573466583854
740,38,149.71196057564163,613.3908833290341,29230,769.0,691.318042798261
741,0,162.63442152999494,354.5567707456362,5,769.0,202.33930292809308
742,1,116.15213660463466,424.327452617977,774,769.0,399.9865861976905
743,2,105.28162529601826,335.5111687787753,1543,769.0,474.50880187710806
744,3,10.0186575392374,81.92258461631553,2312,769.0,103.4833025370289
745,4,270.2090871611969,596.481978305456,3081,769.0,683.6596229990863
746,5,919.825271090402,1140.2198098806114,3850,769.0,1284.901493789976
747,6,68.44296794853358,225.2286044208612,4619,769.0,216.107953719058
748,7,264.3746924765822,663.2293751583725,5388,769.0,556.3602758506587
749,8,1030.9466486419117,1105.6839619040009,6157,769.0,1065.1208212347851
750,9,31.727534731210632,202.5493352257058,6926,769.0,201.07731143373908
751,10,140.85053834574933,313.2505232130241,7696,769.0,260.7306786091652
752,11,133.55888438270009,322.0991308288471,8465,769.0,389.9877305116549
753,12,38.847746426208765,189.6704757604866,9234,769.0,206.86952880526133
754,13,803.5820557808651,962.852283899182,10003,769.0,844.2723097228335
755,14,17.24602065176748,118.37298811891868,10772,769.0,118.96696741006464
756,15,599.0032118579879,904.2950635667312,11541,769.0,1069.8937377839443
757,16,44.04459017650838,204.61616517698795,12310,769.0,156.64873908122476
758,17,887.9905849416593,1163.6975293536773,13079,769.0,1011.3891064559434
759,18,904.7758544980394,1128.4891534003573,13848,769.0,1230.409348238895
760,19,270.6376928313247,629.5762516320605,14617,769.0,691.4580832590688
761,20,343.4685113277917,726.4869145364769,15387,769.0,858.8013912860371
762,21,295.7861305260736,589.2289034642131,16156,769.0,710.3394175399808
763,22,834.7631182826627,957.6224899595044,16925,769.0,998.1867338996244
764,23,22.40536140593091,160.84800150276547,17694,769.0,142.47560383694127
765,24,48.95748267034832,266.6889027729504,18463,769.0,191.02991761330523
766,25,814.404348951592,1021.4273619239136,19232,769.0,893.1340316837194
767,26,1143.798521586562,1136.3806859416184,20001,769.0,1130.0810244377517
768,27,912.5389746982293,1088.05856202458,20770,769.0,926.0590661838528
769,28,641.9762878591769,784.9124772932036,21539,769.0,570.9055367919951
770,29,287.62119251013894,558.0440868463305,22308,769.0,629.8955494639789
771,30,118.50946779033758,331.70888737681315,23078,769.0,310.07778191403355
772,31,268.45180391367296,553.938076842779,23847,769.0,321.19301469122854
773,32,19.33547329364052,149.83101509846685,24616,769.0,142.63739761826875
774,33,558.5910547358127,756.3807750375742,25385,769.0,648.0811704851827
775,34,446.7142596907029,837.0661302694963,26154,769.0,858.8499294204354
776,35,979.6371923567368,1054.3240708766596,26923,769.0,587.8129869407124
777,36,211.19544395547504,474.1068770892789,27692,769.0,573.6560310745616
778,37,10.554414626897154,131.1524742457947,28461,769.0,157.7003986598531
779,38,373.9102290486189,612.754291439108,29230,769.0,553.0920414678444
780,0,145.43126144524024,317.25333910543435,5,769.0,518.7297696249467
781,1,59.06186134361128,379.6833464329296,774,769.0,370.8025338227724
782,2,151.08349872005064,300.2115525205873,1543,769.0,365.0116848972616
783,3,49.63253660079961,73.30339077439118,2312,769.0,95.4476674147323
784,4,237.95115291320317,533.725245002814,3081,769.0,430.30350653239617
785,5,826.4213804278004,1020.255631384638,3850,769.0,993.2898390705594
786,6,63.87831756167247,201.53197656980475,4619,769.0,181.62997654864725
787,7,318.4593704758344,593.4500515088363,5388,769.0,532.1066306428767
788,8,1155.0279901439103,989.3533500197232,6157,769.0,1065.8491761072105
789,9,36.00287629073547,181.2388261513181,6926,769.0,194.55804677485017
790,10,101.01699887824662,280.2929817328257,7696,769.0,376.41965728051787
791,11,109.72840912359422,288.2106145188247,8465,769.0,368.50067137488185
792,12,23.166136470407764,169.71497015325664,9234,769.0,160.23278976888477
793,13,846.3461865178666,861.5491998359157,10003,769.0,1140.652467102496
794,14,13.715381444089704,105.91879450401684,10772,769.0,94.55008583127812
795,15,685.9512296142894,809.1528695102133,11541,769.0,601.0611642233968
796,16,34.42239288213919,183.08820192837183,12310,769.0,186.88517194854836
797,17,1149.6061284167938,1041.2632259702575,13079,769.0,1145.1114207751395
798,18,1328.1739657337898,1009.7591742716266,13848,769.0,938.5952709691096
799,19,463.9227773463342,563.3376218756431,14617,769.0,587.800120183977
800,20,569.970535277706,650.0521735021422,15387,769.0,761.1347056468302
801,21,341.2504769848803,527.2352766760863,16156,769.0,487.16964298091256
802,22,977.3227217380468,856.8696400951532,16925,769.0,606.9388758827905
803,23,14.685101772753857,143.9249501789872,17694,769.0,182.91844043457343
804,24,95.41833731220218,238.63017685193756,18463,769.0,255.91209114063747
805,25,721.3058398289567,913.9615090202166,19232,769.0,676.9357622699025
806,26,952.2332173229404,1016.8204272385608,20001,769.0,1094.687603756254
807,27,961.8554146173096,973.5823440026744,20770,769.0,839.398028875109
808,28,541.7307791871602,702.330698136448,21539,769.0,590.5362963012809
809,29,298.49706138963194,499.3314598046504,22308,769.0,612.3243653835153
810,30,288.65520368932226,296.80931465483127,23078,769.0,382.9777936886589
811,31,328.84234283468044,495.65744906361306,23847,769.0,511.3609143672341
812,32,27.8807988418136,134.06707687905688,24616,769.0,182.0642902180606
813,33,318.6308127438855,676.8008576205707,25385,769.0,753.3025824750766
814,34,763.2127592257026,748.9971897069762,26154,769.0,757.254836866738
815,35,940.5001371031916,943.3971075532525,26923,769.0,943.4016755772836
816,36,219.9925753348482,424.2254055199837,27692,769.0,392.127334990966
817,37,25.148437694748853,117.3537323766647,28461,769.0,102.20848353526618
818,38,354.140792513974,548.285524491381,29230,769.0,628.973056044359
819,0,191.56530426362164,317.198909274866,5,769.0,265.6385663825177
820,1,131.1158320629716,379.6182057467064,774,769.0,419.4894993641972
821,2,125.20643138608452,300.16004647817846,1543,769.0,213.37064663495505
822,3,9.23109462037756,73.29081441774453,2312,769.0,67.43734093156878
823,4,279.3223152222894,533.6336759913183,3081,769.0,433.12460886356143
824,5,1184.280327130133,1020.080590386459,3850,769.0,983.34904347007
825,6,24.334086921506028,201.49740057016447,4619,769.0,175.05627843451228
826,7,337.42517137898966,593.348235761694,5388,769.0,662.1423397541563
827,8,1028.0749906520552,989.1836107969128,6157,769.0,1012.6746611406772
828,9,99.24364291809285,181.2077317627528,6926,769.0,151.76658503273205
829,10,54.36862925571184,280.2448930364286,7696,769.0,303.56211934253287
830,11,184.8844133805045,288.1611674272339,8465,769.0,301.7383148872039
831,12,27.2271751948687,169.68585286454226,9234,769.0,207.98608110017423
832,13,645.3890605075695,861.4013874374536,10003,769.0,867.6677323034897
833,14,21.023108119768747,105.90062245875136,10772,769.0,88.049226204493
