birth,life,deltacoh,deltactcf,clife,cof,sep,face,frip_a,frip_c,reads_a,reads_c,ctcf_reads_a,ctcf_reads_c
0.0001,66.0,500,10000,17.0,7.285714285714287,74,1.0,0.0032299580598384,0.0032166238154838,4282874,4265193,16777216.0,16777216.0
0.0001,66.0,500,1600,17.0,7.285714285714287,74,1.0,0.0032114156094144,0.0031451199576706,4258287,4170380,16777216.0,16777216.0
0.0001,66.0,500,160,17.0,7.285714285714287,74,1.0,0.0032332597578071,0.002776446691228,4287252,3681525,16777216.0,16777216.0
0.0001,66.0,500,16,17.0,7.285714285714287,74,1.0,0.0032881631186611,0.0026229750515918,4360053,3478024,16777216.0,16777216.0
0.0001,66.0,500,240,17.0,7.285714285714287,74,1.0,0.0032095807461988,0.0028045405360726,4255854,3718777,16777216.0,16777216.0
0.0001,66.0,500,8000,66.0,66.0,74,1.0,0.0047465603667735,0.004766197098548,6293865,6319903,16777216.0,16777216.0
0.0001,66.0,500,800,66.0,66.0,74,1.0,0.0047606072891958,0.0042283016300945,6312491,5606662,16777216.0,16777216.0
0.0001,66.0,500,80,66.0,66.0,74,1.0,0.0047478084960878,0.0034577299702771,6295520,4584896,16777216.0,16777216.0
0.0001,66.0,500,8,66.0,66.0,74,1.0,0.0047411266678552,0.0034091652963639,6286660,4520500,16777216.0,16777216.0
0.0001,66.0,500,10000,66.0,7.285714285714287,74,1.0,0.0084225651523502,0.0086447676156672,11168190,11462827,16777216.0,16777216.0
0.0001,66.0,500,1600,66.0,7.285714285714287,74,1.0,0.0085637108551201,0.0081451169410439,11355347,10800298,16777216.0,16777216.0
0.0001,66.0,500,160,66.0,7.285714285714287,74,1.0,0.0085294864705798,0.0050640784310886,11309966,6714889,16777216.0,16777216.0
0.0001,66.0,500,16,66.0,7.285714285714287,74,1.0,0.0084568966271398,0.0041865779114746,11213713,5551337,16777216.0,16777216.0
0.0001,66.0,500,240,66.0,7.285714285714287,74,1.0,0.0084531130230491,0.0053552515399125,11208696,7100980,16777216.0,16777216.0
0.0001,66.0,500,24,66.0,7.285714285714287,74,1.0,0.0085863747718298,0.0043125296195038,11385399,5718347,16777216.0,16777216.0
0.0001,66.0,500,40,17.0,1.8888888888888884,74,1.0,0.0042149040365784,0.0031755539507101,5588897,4210735,16777216.0,16777216.0
0.0001,66.0,500,8000,17.0,1.8888888888888884,74,1.0,0.0041505744713135,0.0041530073807806,5503597,5506823,16777216.0,16777216.0
0.0001,66.0,500,800,17.0,1.8888888888888884,74,1.0,0.0041641771954481,0.0038266883079469,5521634,5074129,16777216.0,16777216.0
0.0001,66.0,500,80,17.0,1.8888888888888884,74,1.0,0.0041332922167108,0.0032990222207742,5480681,4374452,16777216.0,16777216.0
0.0001,66.0,500,8,17.0,1.8888888888888884,74,1.0,0.0041371384158064,0.0031419985031498,5485781,4166241,16777216.0,16777216.0
0.0001,66.0,500,10000,17.0,14.142857142857146,74,1.0,0.002530782413428,0.0025362394912036,3355778,3363014,16777216.0,16777216.0
0.0001,66.0,500,1600,17.0,14.142857142857146,74,1.0,0.0025413187364798,0.0024717032870069,3369749,3277440,16777216.0,16777216.0
0.0001,66.0,500,160,17.0,14.142857142857146,74,1.0,0.0025110695118283,0.0022313346974519,3329639,2958715,16777216.0,16777216.0
0.0001,66.0,500,16,17.0,14.142857142857146,74,1.0,0.0025053590374064,0.0021969459067542,3322067,2913116,16777216.0,16777216.0
0.0001,66.0,500,240,17.0,14.142857142857146,74,1.0,0.0024559097377012,0.0022826256477828,3256498,3026726,16777216.0,16777216.0
0.0001,66.0,500,320,66.0,28.28571428571429,74,1.0,0.0065422994418335,0.0049659694337278,8674987,6584798,16777216.0,16777216.0
0.0001,66.0,500,32,66.0,28.28571428571429,74,1.0,0.0067063715078397,0.0040683148308532,8892544,5394522,16777216.0,16777216.0
0.0001,66.0,500,4000,66.0,28.28571428571429,74,1.0,0.0066276352874136,0.0066454039730784,8788141,8811702,16777216.0,16777216.0
0.0001,66.0,500,400,66.0,28.28571428571429,74,1.0,0.0066350275312439,0.0051798165951273,8797943,6868356,16777216.0,16777216.0
0.0001,66.0,500,40,66.0,28.28571428571429,74,1.0,0.006601569369896,0.0040783134401882,8753578,5407780,16777216.0,16777216.0
0.0001,66.0,500,8000,66.0,28.28571428571429,74,1.0,0.0066003845897432,0.0066332356549594,8752007,8795567,16777216.0,16777216.0
0.0001,66.0,500,800,66.0,28.28571428571429,74,1.0,0.0067390981372028,0.0057811057203991,8935939,7665656,16777216.0,16777216.0
0.0001,66.0,500,80,66.0,28.28571428571429,74,1.0,0.0064589085663451,0.0042171695232613,8564412,5591901,16777216.0,16777216.0
0.0001,66.0,500,8,66.0,28.28571428571429,74,1.0,0.0065368815802056,0.0039152082030527,8667803,5191505,16777216.0,16777216.0
0.0001,66.0,500,10000,66.0,3.6666666666666656,74,1.0,0.0090479345005868,0.0090786166111758,11997420,12038104,16777216.0,16777216.0
0.0001,66.0,500,10000,17.0,1.8888888888888884,74,1.0,0.0041083567800646,0.0041500020663893,5447617,5502838,16777216.0,16777216.0
0.0001,66.0,500,1600,17.0,1.8888888888888884,74,1.0,0.0041421890031285,0.0040396048399966,5492478,5356453,16777216.0,16777216.0
0.0001,66.0,500,160,17.0,1.8888888888888884,74,1.0,0.0041039351594181,0.0033067138648086,5441754,4384651,16777216.0,16777216.0
0.0001,66.0,500,16,17.0,1.8888888888888884,74,1.0,0.0041467312888447,0.0031602521115633,5498501,4190445,16777216.0,16777216.0
0.0001,66.0,500,240,17.0,1.8888888888888884,74,1.0,0.0041255251570078,0.0034660784847845,5470382,4595966,16777216.0,16777216.0
0.0001,66.0,500,24,17.0,1.8888888888888884,74,1.0,0.0040966002314959,0.0031983128911622,5432028,4240913,16777216.0,16777216.0
0.0001,66.0,500,320,17.0,1.8888888888888884,74,1.0,0.0041151110073391,0.003493695702604,5456573,4632586,16777216.0,16777216.0
0.0001,66.0,500,32,17.0,1.8888888888888884,74,1.0,0.0040656707575141,0.0031819107374113,5391016,4219164,16777216.0,16777216.0
0.0001,66.0,500,4000,17.0,1.8888888888888884,74,1.0,0.0041249459646734,0.0041328766763771,5469614,5480130,16777216.0,16777216.0
0.0001,66.0,500,400,17.0,1.8888888888888884,74,1.0,0.0041703039643603,0.0036008824839869,5529758,4774714,16777216.0,16777216.0
0.0001,66.0,500,10000,33.0,14.142857142857146,74,1.0,0.0047868813539586,0.0048675934649004,6347330,6454353,16777216.0,16777216.0
0.0001,66.0,500,1600,33.0,14.142857142857146,74,1.0,0.0048005919224992,0.0046891615014475,6365510,6217755,16777216.0,16777216.0
0.0001,66.0,500,160,33.0,14.142857142857146,74,1.0,0.004873666688688,0.0036713946257587,6462406,4868212,16777216.0,16777216.0
0.0001,66.0,500,16,33.0,14.142857142857146,74,1.0,0.004786242583246,0.0034817393025136,6346483,4616732,16777216.0,16777216.0
