Rad21,ctcf
18437,8424.418604651168
29864,8138.59832635983
33762,10197.115384615376
51557,9170.886075949364
9231,4725.0
5719,2714.7272727272675
30115,9638.059701492542
495,821.0900473933642
15517,10554.123711340204
31839,5540.858725761781
7049,4260.245901639351
26717,6523.66863905326
3673,2739.130434782611
26827,12183.08823529412
26388,8044.6153846153875
286,1110.5769230769226
37357,9187.499999999996
7226,4223.463687150845
2106,1152.4390243902442
941,1105.2631578947364
53154,9419.117647058816
14163,4765.682656826563
19387,5044.117647058826
1125,1161.8852459016396
1810,1987.864077669908
33148,7910.313901345295
14138,8195.12195121952
3979,2187.500000000002
192,2021.3903743315536
3728,3133.507853403144
22570,7718.543046357617
7032,1909.6875
20249,5146.0396039604
6476,3666.666666666671
267,837.7659574468082
2099,1421.0526315789468
26233,5721.428571428572
4997,3868.4210526315737
15463,11812.5
16104,4873.318385650217
10131,5146.0396039604
48938,9060.993975903611
841,2214.84375
17753,10973.906911142452
4168,3336.864406779661
1606,1894.209354120274
55798,12497.282608695648
19645,10144.06779661016
15855,5798.076923076921
2709,1713.5416666666622
19656,8238.461538461537
12985,3131.024096385549
24221,11014.70588235294
19650,6890.624999999999
1868,1536.5853658536587
20426,7566.8478260869615
3140,3889.83050847457
7843,4596.889952153111
5169,3896.9072164948434
9486,2531.2500000000045
8787,5313.253012048185
3786,1158.0882352941178
38097,8318.661971830985
53612,12485.193621867886
2170,1177.5700934579436
12153,7600.928074245938
9191,4909.600997506233
17130,6711.34020618556
3644,2725.9615384615377
44319,9725.40983606557
37536,8547.10144927536
462,821.629213483146
14157,9236.84210526316
6414,2489.224137931031
22653,10391.752577319592
66410,13039.53488372093
13980,9408.069883527462
4506,5862.107623318379
3595,2410.227272727272
31572,6075.0000000000055
21779,10766.94915254238
11267,3326.7326732673228
429,816.6666666666675
3122,1763.059701492542
3958,1544.1176470588232
1247,1640.625000000005
34499,7026.9230769230735
6805,3400.884955752212
23941,7366.935483870969
9019,1709.3023255813994
4879,9326.470588235294
1043,1361.6714697406348
12613,3686.170212765952
19434,5249.9999999999945
45527,10776.315789473678
15195,6251.288659793809
18512,6927.385892116189
4040,3258.620689655173
46439,13650.000000000004
22195,6975.000000000003
48993,9219.512195121955
39459,8613.28125
19388,5180.921052631585
43749,7070.564516129038
15432,7278.409090909088
292,1323.1707317073176
33131,9907.258064516129
376,794.7247706422021
7019,1583.3333333333403
5812,1804.6874999999948
33080,9450.0
18274,11761.693548387098
16766,6562.5000000000055
5628,8485.239852398532
632,1170.6081081081077
11394,2362.5
5540,3002.697841726611
14232,4849.57627118644
3240,831.9672131147544
17801,4162.995594713655
20607,9881.17870722433
12385,3602.017937219735
265,1276.0416666666663
18604,4914.0
46132,11738.207547169804
51722,11970.000000000002
25085,6928.388746803074
16960,3962.264150943394
11173,6400.862068965525
21630,5546.511627906973
3878,1813.6363636363608
29595,7918.269230769234
34447,6353.693181818184
29908,7185.483870967741
3023,2242.2813036020616
3322,1973.154362416114
29489,11837.579617834394
39758,11124.535315985138
9026,2953.1250000000005
17226,6451.807228915655
18354,4516.981132075477
26080,6315.989847715736
27609,11208.588957055206
12616,10780.748663101607
2244,3086.1486486486497
2406,813.3802816901407
31399,7952.970297029703
10637,9477.470930232565
5374,5173.357664233585
381,798.9130434782605
27370,7819.930069930077
32807,10396.551724137937
3722,1038.461538461538
42582,11462.041884816748
43927,9187.499999999996
490,1286.4644107351216
6782,2459.3023255813896
6778,3668.478260869564
14333,11352.27272727273
16996,9915.254237288138
10433,3176.470588235301
16275,4055.793991416311
18795,11738.207547169804
3937,1367.0886075949363
16370,6443.181818181816
3475,1834.9514563106789
280,1082.8125
36131,11671.875000000007
428,918.5248713550596
3018,884.2105263157897
34883,10653.183023872678
5483,2773.584905660384
7119,2250.0000000000023
54266,11221.875000000002
13644,6642.85714285714
9855,2612.5592417061634
6148,2717.496962332929
3976,3374.999999999995
19013,4269.578313253019
12024,3426.315789473688
720,2994.140625000005
5270,2264.705882352947
1354,2051.470588235292
18582,10969.844357976652
24411,7542.253521126765
9567,5915.492957746481
43288,9340.116279069774
38508,11169.642857142862
22613,6928.388746803073
31702,7622.519083969466
8537,2336.124401913881
9913,4096.412556053818
1932,2472.826086956516
16540,5011.363636363633
44565,12485.193621867886
1163,1365.6069364161845
13482,8459.999999999998
4074,787.5000000000001
9082,2322.5806451612834
20455,7312.499999999995
20151,10763.81909547739
757,2405.6962025316416
5265,1369.5652173913038
13343,5441.86046511628
8397,3716.292134831456
3959,1920.731707317071
25393,5116.242038216557
24747,12515.624999999998
9958,4433.646112600541
28283,6016.853932584264
16905,9071.691176470593
19447,11382.954545454548
9781,6793.57394366197
6121,5125.739644970422
30383,8015.624999999993
26213,5031.249999999993
65962,10447.394789579152
26531,8564.705882352948
10930,11025.0
38235,9427.419354838716
4715,2618.5819070904568
894,957.3529411764708
12009,5016.666666666674
29463,11585.336538461535
5076,3490.056818181816
622,1243.4210526315785
38458,8498.20143884892
23030,7481.250000000001
913,1485.849056603773
50168,9122.524752475245
1266,1137.4999999999998
1256,1137.4999999999998
47483,9594.827586206904
4062,3832.4999999999945
28801,8367.1875
3828,1492.1052631578957
18121,5434.210526315792
22496,11970.0
41819,12842.873831775709
6800,1211.5384615384612
4594,1633.817427385894
5286,3335.29411764706
33394,5249.9999999999945
32992,11946.226415094345
19700,7566.176470588233
435,1211.5384615384614
15576,3656.896551724137
5271,3732.6589595375694
31432,8250.000000000002
1054,888.4615384615383
11507,3868.421052631574
41756,10649.999999999996
4146,1702.7027027027011
9128,2520.0
45139,8994.078947368416
38463,8565.789473684212
2244,887.323943661972
15212,6794.117647058825
54514,10822.625698324026
5797,2625.000000000005
11561,5292.0
10162,8227.6119402985
34014,5637.5838926174565
4704,2604.330708661411
30404,9793.636363636368
371,825.3275109170302
4322,1777.652370203157
4001,2470.588235294114
463,1000.0
4240,2468.283582089556
38733,12419.354838709682
4066,2937.8238341968845
11000,5428.398058252423
810,813.3802816901407
7992,4218.750000000002
28925,11570.192307692312
15002,5354.218362282882
35377,8941.935483870968
19744,4096.412556053817
20256,5933.219178082188
27301,8220.731707317073
24606,3999.0234375
28743,7922.155688622755
8345,2625.000000000005
16285,6584.745762711869
22352,9517.985611510792
340,1082.8125
23486,5428.398058252423
34490,9029.390420899865
29924,7055.429864253388
32951,5667.364016736407
14498,5223.618090452254
33141,7247.787610619462
12765,3406.09756097561
22140,7382.8125
2623,3975.2396166134126
49632,10692.073170731705
10351,5206.066945606689
1585,926.470588235294
11583,4705.792682926829
24570,4002.7624309392304
12455,3331.7307692307763
36609,8701.657458563539
18428,8263.888888888883
3597,3071.57676348548
15014,5249.999999999994
2947,2665.384615384612
2838,3573.8786279683304
26131,9727.941176470582
31740,11306.016597510368
3129,2450.000000000007
13407,6395.454545454544
40426,6631.578947368415
23447,8490.234375
40583,7419.421487603302
20117,4295.45454545455
11242,3564.4736842105235
41528,7106.707317073172
613,857.1428571428575
559,828.9473684210523
27541,7990.24390243903
18791,6524.9999999999945
5425,3791.666666666671
36640,9682.71767810027
37399,7875.0
39361,9406.249999999998
31015,7797.029702970297
12395,8437.500000000005
5408,1388.539042821159
8228,9019.230769230771
5171,9306.818181818184
1078,832.3170731707323
6456,7068.292682926829
45799,9065.994500458288
13400,4208.015267175574
37718,7419.999999999998
4411,11671.875000000007
36226,11837.579617834394
18373,9121.62162162162
4285,1615.384615384622
48977,7757.462686567168
3113,846.0743801652889
23553,7471.843003412974
1188,1423.728813559322
32585,10250.000000000002
5558,1876.0387811634316
528,958.6956521739128
1971,2554.0540540540514
20993,8854.477611940296
21331,10312.500000000004
35411,10125.000000000002
10719,3708.4487534625982
46124,8490.234375
4414,2881.3953488372167
13198,6737.500000000003
31234,10114.678899082564
232,1080.8823529411773
17311,13001.677852348994
2393,1968.75
22484,11697.175732217564
29459,7721.05263157894
12437,4607.280927835048
3062,2501.80505415162
31761,10554.123711340204
33776,10626.506024096389
37924,7171.719955898573
201,1199.0740740740748
26581,7201.789264413514
50392,10710.0
32015,10472.769709543574
43466,10240.494296577945
28791,7761.690647482007
52761,10810.650887573967
31950,6593.023255813958
26581,11052.631578947365
25997,10152.892561983475
28889,9029.390420899865
19981,6382.894736842108
53353,10164.536741214057
3356,931.6081330868764
30697,10339.694656488557
7342,1934.210526315795
20541,7335.616438356161
17109,8712.765957446807
8555,8884.615384615385
9614,3186.20689655173
368,1772.639068564035
17583,5031.249999999993
1241,1225.6809338521407
9389,3863.2075471698186
21173,6611.111111111109
12577,4269.999999999999
42672,12130.434782608703
25806,5273.127753303957
40567,10053.191489361709
400,1909.0909090909056
14775,7249.999999999995
7793,2838.6627906976764
504,957.3529411764708
4832,2007.2411296162152
25389,8671.348314606741
22326,7721.05263157894
3621,1082.8125
399,2625.0000000000045
52853,8569.148936170206
64242,13345.41984732824
9763,4786.764705882353
1889,1682.0388349514508
4952,2348.6842105263177
35672,8023.584905660379
43217,12193.548387096778
3554,2222.97297297297
4353,1715.9533073929886
40094,7119.318181818182
2077,3465.0000000000005
17708,8000.000000000001
38476,8999.999999999993
29204,10540.384615384612
36813,11562.138728323707
9084,2607.6158940397386
36636,10296.268656716416
23681,11716.463414634143
3100,7276.898734177212
34791,8925.000000000005
35614,7830.255681818184
10521,1452.1276595744682
7328,2861.3344051447
12830,5998.15724815725
18462,7124.2055084745725
15584,7405.263157894734
42523,10888.04347826087
35809,12456.818181818184
9302,4056.818181818189
13262,8697.215777262183
9373,6641.566265060244
37547,9708.904109589048
1639,1011.4678899082564
6595,2221.578947368416
23345,11334.11214953271
13610,2165.625
9049,3324.282786885249
8149,6448.818897637799
9426,2764.28571428572
42520,8852.1897810219
2126,3366.847826086957
10689,2121.060171919768
16710,4837.363966142678
4663,984.375
38789,9772.590361445777
1501,1353.5156249999998
273,2355.769230769238
49880,9360.849056603767
2687,2525.9433962264147
35078,8155.581947743467
3701,2919.282511210757
33332,11175.55147058824
7475,2147.7272727272666
16412,8195.12195121952
13125,9051.724137931036
26673,6056.675062972285
4977,1763.0597014925422
22625,3013.667425968113
11273,5985.748218527311
43694,10018.19620253165
34288,9494.366197183102
300,870.9677419354837
48662,11921.27071823204
39788,9657.4074074074
61514,10870.72892938497
16270,3873.991935483873
13688,12898.148148148142
11834,9583.333333333328
2277,2602.754237288142
8377,1166.666666666667
23405,11916.118421052632
4159,823.5294117647059
11050,3173.50746268657
3754,2080.18867924528
14402,10259.999999999993
4741,2021.3903743315536
13672,6039.171974522296
49462,11509.615384615388
3153,1634.4339622641448
20395,8027.912621359228
23160,5369.318181818183
4792,1817.3076923076865
9127,3559.597523219808
4776,1249.1379310344826
5590,2113.1484794275434
4401,3172.131147540978
31370,7290.000000000003
8971,5660.526315789466
32160,7875.0
4499,2355.1401869158904
401,984.375
37673,4225.609756097557
44251,10935.589519650648
10612,4800.802139037435
44906,9118.421052631584
8024,4933.73493975904
38527,7677.135678391957
8783,3223.9932885906005
37113,9181.768558951955
198,821.6115510013976
23241,9624.999999999998
29852,8419.090909090915
40160,10271.739130434778
7944,2377.3584905660364
1361,1124.9999999999995
33924,11312.63919821826
1708,2217.5090252707614
22713,10967.727272727268
27682,5378.0487804878
6248,1949.7098646034851
7380,2951.052631578954
32684,10526.582278481015
16055,6724.315068493144
17775,3717.153284671528
27019,6842.213114754102
14996,3634.615384615389
42889,12038.793103448275
18812,8200.41322314049
4017,3004.0106951871608
47826,10554.123711340206
680,1232.6086956521742
32378,8205.41958041958
4286,3826.666666666667
28096,5931.490384615383
21411,4390.664961636828
8283,2250.0000000000023
3630,2250.000000000002
18948,3270.1271186440717
678,821.0900473933642
15357,5265.261627906972
39845,10500.000000000004
39871,10522.34042553192
15405,6193.820224719098
60045,12058.59375
31838,10960.051546391756
6420,3605.4216867469822
13186,3415.662650602409
3327,4695.422535211275
2567,2832.7338129496447
428,1499.9999999999995
10876,3605.4216867469822
14637,11169.881305637984
51807,11094.827586206897
2919,2616.771159874604
662,907.068062827225
33591,8902.173913043482
1023,939.2201834862389
31813,5867.647058823526
41377,10903.846153846149
56710,10933.25242718446
15035,9900.000000000007
8615,8826.086956521744
13011,5411.0429447852775
15296,6769.736842105267
1100,1178.5714285714284
164,992.1259842519688
8792,11273.076923076927
32360,10657.8947368421
22025,5378.048780487799
31374,8102.601156069362
19553,3705.8823529411775
10989,6952.702702702694
25247,7331.896551724132
30429,10179.878048780489
28208,11025.0
11086,3249.999999999995
9542,5127.906976744183
26320,9125.536480686693
20218,9731.250000000002
7538,3374.999999999995
12976,6276.315789473688
2342,2160.39823008849
12345,4272.870662460572
41817,11531.25
648,1912.9554655870525
2576,2450.000000000007
13367,10765.82278481012
8433,6076.771653543304
48352,11098.77800407332
10187,2914.9253731343338
31598,8895.19650655022
8479,5637.5838926174565
38092,10036.76470588235
25038,8712.765957446807
17106,11334.11214953271
20262,6003.009027081248
17849,7853.773584905654
24889,6817.500000000002
15850,8122.641509433969
19309,9571.823204419888
31276,11490.213523131675
7702,1292.9104477611943
50149,11946.226415094345
38872,11812.5
19068,9086.538461538465
53163,11892.857142857136
857,2222.972972972971
13387,4945.250659630601
19619,4277.156549520772
33362,11461.09839816934
23133,4865.853658536581
63126,13102.941176470593
6877,8019.938650306748
10800,9708.90410958905
22553,6562.5000000000055
26269,7532.608695652168
16425,5146.478873239442
7055,3405.4054054054022
6076,2271.634615384612
2485,1086.206896551724
16474,7392.857142857146
252,1211.5384615384612
53013,7840.369393139839
16491,6964.824120603016
3329,798.513986013986
13993,7297.872340425533
21734,9031.990521327009
4375,1005.3191489361694
12488,6262.048192771082
1160,1057.835820895522
29282,7455.430327868855
26894,7392.857142857145
11576,4340.551181102356
811,1601.694915254233
20685,7921.052631578945
22703,4894.422310756976
11287,12256.578947368427
6086,1665.8653846153884
1603,1645.0676982591865
42027,8278.84615384616
3905,1154.9999999999995
21080,8410.194174757286
27351,9764.251781472689
16541,5933.219178082188
366,870.9677419354838
3460,3176.470588235301
34405,7626.315789473677
25782,10710.0
46341,11764.285714285714
7375,4979.779411764702
15273,3832.499999999995
2019,1813.6363636363608
2315,1984.2519685039372
4840,2665.384615384612
63616,11573.863636363638
8278,4394.021739130438
335,807.692307692308
45050,5369.318181818184
4388,1400.0000000000002
6311,2486.842105263154
8278,4725.0
31385,11014.70588235294
42801,11518.10747663551
3204,4607.280927835048
1866,869.6319018404913
37657,9069.312796208533
18712,8250.000000000002
12908,3634.615384615389
25288,6428.571428571422
3419,2205.0
38670,8559.782608695648
28076,11948.27586206896
4288,1615.384615384622
19548,7159.090909090916
4038,3242.647058823521
7153,2172.4137931034547
33023,6234.3749999999945
239,984.375
11784,7322.87822878228
9718,3656.896551724138
9955,3660.211267605632
3079,1465.1162790697676
1226,1421.0526315789468
28890,11408.65384615384
690,1909.0909090909056
9684,3311.915887850472
21369,10045.06065857886
18720,5197.18309859155
25818,9496.32352941176
7602,8124.208860759501
52466,10928.571428571428
18664,4890.789473684215
32417,9379.213483146066
28206,5674.632352941179
29788,11792.9104477612
22232,7285.714285714279
7935,3674.9999999999945
33158,5671.745152354576
22470,4318.548387096777
13624,6890.625
27780,10144.06779661016
33176,6240.566037735855
8613,8957.345971563975
37488,12004.658385093171
18777,4564.490445859869
465,994.3181818181812
50101,11355.79937304075
26503,8845.890410958898
17083,8199.152542372885
40277,10500.000000000004
31137,10935.589519650648
2127,868.9655172413786
4256,2602.002503128912
29635,3389.2405063291217
23883,9079.41176470588
16846,8984.154929577471
1961,1832.0825515947413
18833,11407.710280373836
7269,6562.5000000000055
40784,11382.743362831863
4328,2558.9244851258604
25888,8621.052631578954
14065,4824.32432432432
16400,6261.111111111114
41088,8289.473684210523
35185,7957.894736842108
6180,1934.2105263157955
7923,3904.225352112676
11026,8384.892086330929
20982,5084.310189359788
2992,1450.6578947368416
2686,1731.675392670163
4974,1783.0188679245232
38523,8911.184210526322
6016,2223.958333333338
37453,7216.981132075471
756,1114.6153846153852
26760,13039.53488372093
21433,10268.722466960358
6122,2666.932907348241
323,918.7499999999994
6629,1453.241895261846
10963,4952.830188679239
36304,10617.97752808988
18836,6926.204819277103
6574,2261.138613861393
26800,6016.853932584263
489,1680.0000000000057
7119,12419.354838709682
22738,7437.499999999997
1067,1349.9999999999998
8881,5617.132867132873
11018,7364.788732394367
57104,11676.276771004945
37878,11143.867924528306
421,1138.5542168674692
648,1186.6438356164388
5961,4276.685393258434
29999,6173.076923076924
36918,6586.363636363633
7376,6684.146341463415
6410,3159.156976744184
17572,5046.116504854367
28523,10466.12903225806
1991,3955.479452054803
4773,1546.012269938651
19401,6427.130044843053
4713,901.2261580381474
34278,10098.643649815052
16523,7323.529411764704
10532,3311.915887850472
41564,8608.299595141694
28896,8287.585421412306
35204,7847.56097560975
24131,8496.710526315785
2861,1473.6842105263158
32353,8853.260869565218
4911,5435.840707964604
30418,11408.108108108105
12744,7217.088607594939
43299,10677.966101694912
7921,2859.9221789883204
6848,9803.571428571431
6388,1553.5714285714282
35165,8263.888888888883
22830,11520.83333333334
1055,1249.3990384615388
20546,10065.789473684208
28389,12130.4347826087
19423,4870.065789473677
31260,9907.258064516129
8266,4002.7624309392304
53637,10395.0
313,1369.5652173913038
55645,10712.550607287449
29586,6980.113636363633
55946,10982.623318385657
60061,13727.064220183487
24829,7236.48648648648
982,1749.999999999998
7914,1550.518134715026
5109,1361.6714697406348
2751,1046.9653179190757
46060,11199.999999999998
732,1256.4102564102568
38941,8962.993421052632
36117,14423.684210526306
30160,10641.891891891895
7649,3865.030674846626
10616,6761.499148211236
33867,5616.279069767446
12886,6378.750000000001
11622,6282.548476454296
34753,10723.404255319145
65938,13727.064220183487
25739,7507.500000000006
31862,7236.4864864864785
52314,10615.808823529407
4830,3616.666666666673
3727,1538.3720930232566
159,940.0121802679654
30935,7222.375690607732
8147,9534.124629080115
22560,8367.1875
43579,7476.82584269662
2427,5539.655172413787
25083,7454.999999999994
8919,2382.352941176476
16845,10808.82352941177
5398,2019.230769230766
20997,6750.000000000006
1236,1118.0555555555563
6909,9969.414893617017
30552,8461.764705882346
3873,4140.84507042254
30185,6336.206896551728
35199,8990.04424778761
14832,5604.294478527611
34056,7691.447368421052
5818,1632.6219512195146
46154,8989.0243902439
28142,9195.65217391305
8863,5588.709677419349
19696,5263.601036269432
19078,8195.12195121952
3808,1984.2519685039376
42075,9780.821917808224
292,1775.0000000000048
11558,5389.999999999996
6846,2349.0220048899814
1290,1784.4827586206827
4180,2221.7868338557973
34424,8027.419354838715
18196,8286.585365853663
28684,6029.296875
4989,1957.10059171598
4458,1863.905325443784
14705,4697.896749521991
11567,7026.315789473679
21710,6409.883720930239
5249,1968.75
43765,8247.047244094481
21583,9863.63636363636
2455,1841.7338709677465
18573,6834.905660377354
37483,11047.66187050359
3873,4580.35714285714
20076,4957.171314741039
6773,2298.444976076555
21494,5820.652173913038
32493,8376.136363636366
30185,6433.098591549294
13155,2809.459459459453
11381,4119.718309859157
37537,8856.382978723408
5895,6262.048192771082
44099,8946.598101265818
13844,12038.793103448275
699,1175.3731343283582
4137,1190.6047516198707
51890,8113.636363636363
29312,7176.035502958581
12715,11533.06451612903
34940,8205.41958041958
5097,897.1518987341773
32898,7153.625954198477
6710,3097.5000000000045
173,1499.999999999999
1552,1384.3283582089557
33874,10016.447368421055
35775,9623.076923076926
21516,5151.869158878509
9398,5466.176470588239
12379,3055.084745762716
6021,6035.928143712579
9366,2866.166077738509
3889,3857.1428571428496
20820,8724.40585009141
48304,11123.76237623762
39755,10730.769230769223
11126,5603.932584269664
30463,8559.782608695648
2012,1446.428571428572
4871,942.307692307692
15696,6382.352941176476
23431,7087.5
27740,10569.078947368414
51478,10685.967302452318
24236,9527.777777777774
13384,4793.478260869572
7447,3270.1271186440717
4965,1431.8181818181815
19908,5127.906976744183
6072,1548.076923076923
1780,1518.0722891566263
34650,8352.272727272722
32677,6268.656716417907
2215,2874.524714828897
10492,8527.366863905321
14309,3978.9473684210457
32920,11020.538243626064
41313,11187.93103448276
7140,6927.385892116189
15339,3668.674698795188
12271,5517.515923566884
3963,1406.2500000000002
21969,3478.124999999994
42322,5745.928338762207
13688,7658.2568807339485
37925,9658.264462809922
32593,10540.384615384612
548,1167.7756653992394
13554,4724.999999999999
33343,7364.788732394367
23806,8217.391304347833
12151,10673.55371900826
9342,3727.099236641224
39472,7404.382470119527
18539,3524.475524475528
378,833.8235294117641
8726,5249.999999999994
8632,1934.210526315795
39637,11401.11940298507
11657,6107.142857142851
31001,8694.570135746611
24256,9043.9453125
3973,1190.6047516198707
3373,4942.541436464095
888,882.0
46296,12268.421052631586
46294,10401.869158878504
18520,7085.5745721271405
23190,6902.2058823529405
1819,2072.9954614220933
279,1118.8524590163931
22909,5796.0
34958,11530.503978779834
11331,3389.240506329121
6145,1388.539042821159
30580,10390.909090909094
7594,4120.639534883718
845,891.5094339622648
802,1317.4904942965777
41736,10872.580645161286
5535,2901.315789473676
7966,3130.4347826086914
3920,832.3170731707322
18362,6128.404669260704
14380,7265.238879736403
36496,6171.630094043882
45063,11617.021276595737
47871,11374.999999999996
9514,2165.625
32490,6873.940677966106
23015,4412.052117263841
1997,8726.35135135135
551,2062.5000000000005
25764,12014.423076923078
3484,3462.2844827586277
1249,2602.0025031289115
27179,8061.29032258064
26987,5336.065573770487
37730,6777.272727272723
22899,11352.27272727273
13610,3434.6758349705287
21636,7642.011834319528
5872,2281.034482758628
59462,11570.192307692314
31839,9644.95114006514
27522,12148.57744994732
8314,3524.475524475528
19546,8300.675675675675
12994,6456.89655172414
221,921.9512195121956
23891,8857.293868921775
16940,4942.541436464095
27501,3955.479452054802
36638,9860.294117647056
21949,6176.470588235293
19548,7261.976047904188
46901,8122.641509433969
15314,4816.1157024793365
7175,3281.249999999995
13961,4358.009708737871
51519,11083.33333333334
1943,1302.2460937500005
8891,1959.1463414634145
150,863.7096774193556
13201,7339.285714285712
65152,10388.29787234042
3116,4793.478260869572
18440,7269.230769230776
420,964.2857142857148
8989,7919.241573033709
5572,3702.496954933004
33165,11431.451612903222
18485,10723.404255319148
12303,7487.704918032791
6452,3366.8478260869565
796,1936.1702127659537
27703,4725.0
35614,6999.999999999993
31374,7980.941704035873
14399,3937.5
35115,6842.213114754103
35002,10964.088397790058
3628,1659.7533632287073
24884,7505.859374999999
20843,5249.9999999999945
15496,5111.842105263159
708,4921.875
17925,12203.853955375256
30843,9210.937500000007
25857,10729.6875
3098,1421.8750000000005
28639,5965.909090909095
17667,7239.398084815317
10441,4529.411764705878
10979,10564.615384615388
16796,6906.417112299458
13429,6455.983493810183
53627,9968.354430379744
22744,9139.598540145991
28971,11488.23529411764
22026,7419.700214132755
34704,9051.724137931036
52217,11850.977198697068
22094,7723.557692307686
17914,6631.578947368415
35741,11490.56603773585
2085,1493.227990970655
9832,5901.639344262302
6271,8712.765957446807
28334,5146.0396039604
33091,10381.690140845074
33879,9313.24850299401
58233,12088.815789473683
22276,8018.181818181819
32126,8677.083333333336
8811,8164.877300613495
1074,1327.2471910112356
51265,8329.326923076927
40791,10161.29032258065
11166,4218.750000000003
15629,2739.1304347826112
10751,6508.264462809921
16514,2250.0000000000023
3191,1592.6966292134834
813,7159.090909090916
1661,1396.5517241379318
35717,8642.307692307697
44933,11945.65217391304
33979,8683.783783783781
11739,12434.210526315785
45350,9313.24850299401
32398,9450.0
28994,7875.0
428,1797.5543478260918
42384,8939.189189189196
30834,6279.85074626866
32429,9086.538461538465
22583,12172.222222222215
4529,1968.75
6766,11236.28048780487
30324,9901.006711409393
503,1072.580645161291
9296,4581.818181818183
16993,7600.92807424594
36934,9960.810810810804
17609,3727.5000000000055
33288,10383.333333333328
41128,13588.235294117649
13547,3315.789473684215
480,807.6923076923081
11074,11209.459459459464
1476,2017.415730337072
11915,11666.66666666667
21095,11359.756097560978
50783,10187.234042553197
19986,4096.412556053817
36108,9545.454545454542
624,1995.0000000000052
14484,3312.9310344827604
1261,804.2553191489354
29996,4318.548387096777
22747,6274.900398406374
27149,11348.38403041825
3121,2184.782608695645
2530,2185.4066985645927
526,882.0
11103,10903.846153846149
44986,10627.427184466016
2257,1404.4585987261148
27429,12118.876080691636
7330,4895.2702702702745
26439,6977.8481012658185
5925,4596.88995215311
12189,4131.147540983605
6538,6961.956521739125
5187,3629.0322580645193
46920,10776.315789473678
31908,9288.461538461544
63025,10074.898785425105
18793,7947.781885397417
64421,13247.663551401873
8663,4583.793103448281
8352,2739.130434782611
53772,8862.903225806458
37165,8015.624999999993
13514,8383.064516129032
50122,7848.122866894202
2745,2040.155440414513
484,1211.5384615384614
49124,10268.722466960358
59487,10805.232558139533
915,1504.4776119402984
49200,11226.260257913247
15602,7283.236994219656
4222,1349.9999999999998
18359,5180.921052631585
35494,12419.354838709682
44059,10863.084112149529
11478,6011.450381679388
14922,5328.693790149885
13286,3862.068965517247
24625,5978.102189781014
210,1256.134969325154
1620,1758.4951456310648
10695,6085.227272727268
18168,6979.411764705885
23307,9375.882352941178
6111,5040.000000000001
3179,4849.576271186441
52849,9927.526595744675
14595,10045.27559055118
30871,9485.79545454545
2119,1312.499999999999
33133,10111.11111111111
11930,4817.6470588235225
31569,7735.207100591721
21746,7793.814432989686
3335,6240.566037735855
59050,8689.655172413786
36117,8692.216981132073
30071,7760.036496350359
12981,4356.382978723404
1599,1387.931034482759
18031,6693.750000000001
38367,10837.155963302755
39304,11895.953757225428
16090,13378.378378378373
6646,4629.471228615869
1450,845.2444208289053
8023,4766.447368421045
16020,9004.746835443035
2547,3656.2499999999977
25207,8122.641509433969
33752,11374.999999999996
15799,9888.036809815943
466,2460.9375
15728,6240.566037735855
1505,1543.0743243243248
22866,8323.170731707323
4657,1854.8553719008212
4263,2602.754237288142
35135,10991.150442477874
5215,2881.3953488372167
22548,5879.999999999995
26443,10782.12616822429
14978,3422.12041884817
31341,5643.7499999999945
34419,9225.72815533981
361,984.375
18083,6831.325301204817
35558,10388.29787234042
979,939.7374701670648
3670,3065.8396946564835
871,1340.4255319148936
20571,8212.499999999993
25627,6710.387323943661
12156,5146.478873239442
32344,6702.127659574468
5847,2513.2978723404194
25366,5138.059701492537
19712,7481.250000000001
16702,5084.310189359788
48615,11025.0
7204,3130.434782608691
63614,12001.5
1347,1490.409207161125
20273,7031.249999999993
43791,9856.132075471704
8094,3088.2352941176464
6500,4073.275862068959
23008,12203.853955375256
37687,8166.666666666659
32574,8087.83783783783
20461,5646.226415094343
25880,10892.523364485982
1130,1107.7981651376151
28202,8871.83544303797
2929,2423.0769230769256
1381,2036.1216730038032
960,1988.9078498293568
17251,5108.360509931805
16760,7251.79856115108
5284,5249.9999999999945
7432,2185.4066985645923
9140,11787.735849056606
6327,1789.772727272733
34119,10611.405835543766
43867,10768.825301204815
34190,10446.969696969689
36312,9286.127167630051
1852,3785.407725321888
25936,4535.019455252912
23449,12989.690721649482
7333,3131.024096385549
73507,12600.0
25245,9583.333333333325
26925,7111.702127659579
25248,6902.2058823529405
2305,2212.22358722358
10909,2495.901639344258
16241,5441.8604651162805
21262,10794.943820224713
19110,5422.13114754098
17073,5054.651162790705
42974,8530.324400564174
8347,5811.068702290084
15859,9060.674157303378
18822,10030.051150895144
6810,2301.9230769230744
66597,11117.647058823535
32665,8725.257069408744
5408,2470.588235294114
17413,4536.684782608702
20318,5616.279069767446
11179,6865.384615384617
12171,2877.650897226761
20828,7532.608695652168
45640,9916.666666666672
40208,10245.535714285716
487,887.3239436619721
16041,4299.846625766869
12049,3940.32258064516
44235,10682.889344262292
39631,7411.764705882358
49578,10158.284023668632
2650,1415.0390625000002
11027,4118.832236842108
20818,8185.039370078744
30940,10828.125
526,797.4683544303803
990,3825.000000000002
5190,2327.3195876288664
6241,3073.170731707314
17151,3493.0693069306967
41000,7247.787610619463
7935,3244.974874371861
2749,5781.645569620257
