birth,deltactcf,sep,face,frip
0.0001,700,1000,1.0,0.0001255
0.0001,800,1000,1.0,0.00012783333333333334
0.0001,900,1000,1.0,0.00017016666666666666
0.001,1000,1000,1.0,0.00025616666666666664
0.001,100,1000,1.0,0.00010183333333333333
0.001,10,1000,1.0,6.116666666666667e-05
0.001,1100,1000,1.0,7.1e-05
0.001,1300,1000,1.0,0.0001315
0.001,1500,1000,1.0,9.066666666666667e-05
0.001,150,1000,1.0,9.8e-05
0.001,200,1000,1.0,0.000135
0.001,3000,1000,1.0,7.866666666666666e-05
0.001,300,1000,1.0,9.616666666666667e-05
0.001,30,1000,1.0,0.0001405
0.001,400,1000,1.0,4.966666666666667e-05
0.001,500,1000,1.0,8.416666666666666e-05
0.001,50,1000,1.0,0.00016566666666666666
0.001,600,1000,1.0,9.266666666666666e-05
0.001,700,1000,1.0,0.00017583333333333334
0.001,800,1000,1.0,0.00013116666666666667
0.001,900,1000,1.0,0.0001615
0.01,1000,1000,1.0,8.8e-05
0.01,100,1000,1.0,0.000161
0.01,10,1000,1.0,0.00021133333333333334
0.01,1100,1000,1.0,0.00017783333333333334
0.01,1300,1000,1.0,0.0001465
0.01,1500,1000,1.0,0.0001135
0.01,150,1000,1.0,7.533333333333334e-05
0.01,200,1000,1.0,0.00014016666666666667
0.01,3000,1000,1.0,6.533333333333333e-05
0.01,300,1000,1.0,8.433333333333333e-05
0.01,30,1000,1.0,0.00012633333333333333
0.01,400,1000,1.0,7.233333333333333e-05
0.01,500,1000,1.0,0.00015566666666666666
0.01,50,1000,1.0,0.00016566666666666666
0.01,600,1000,1.0,0.00012266666666666668
0.01,700,1000,1.0,7.133333333333334e-05
0.01,800,1000,1.0,0.00011183333333333333
0.01,900,1000,1.0,0.00017716666666666667
0.1,1000,1000,1.0,0.0001165
0.1,100,1000,1.0,0.00062
0.1,10,1000,1.0,0.0012311666666666667
0.1,1100,1000,1.0,9.65e-05
0.1,1300,1000,1.0,0.00010916666666666667
0.1,1500,1000,1.0,0.00010633333333333333
0.1,150,1000,1.0,0.00047716666666666665
0.1,200,1000,1.0,0.0002815
0.1,3000,1000,1.0,9.15e-05
0.1,300,1000,1.0,0.0001585
0.1,30,1000,1.0,0.0015773333333333334
0.1,400,1000,1.0,0.00010366666666666666
0.1,500,1000,1.0,0.0001015
0.1,50,1000,1.0,0.0007988333333333334
0.1,600,1000,1.0,0.00011866666666666667
0.1,700,1000,1.0,0.000267
0.1,800,1000,1.0,0.00015816666666666667
0.1,900,1000,1.0,0.00010066666666666667
0.3,1000,1000,1.0,0.0001395
0.3,100,1000,1.0,0.0021501666666666665
0.3,10,1000,1.0,0.003373
0.3,1100,1000,1.0,7.916666666666666e-05
0.3,1300,1000,1.0,0.00017933333333333335
0.3,1500,1000,1.0,0.0001025
0.3,150,1000,1.0,0.0011966666666666666
0.3,200,1000,1.0,0.000572
0.3,3000,1000,1.0,7.516666666666667e-05
0.3,300,1000,1.0,0.000311
0.3,30,1000,1.0,0.002665666666666667
0.3,400,1000,1.0,0.000122
0.3,500,1000,1.0,7.433333333333333e-05
0.3,50,1000,1.0,0.0025076666666666667
0.3,600,1000,1.0,0.00011816666666666666
0.3,700,1000,1.0,0.0001015
0.3,800,1000,1.0,9e-05
0.3,900,1000,1.0,8.216666666666667e-05
0.5,1000,1000,1.0,9.7e-05
0.5,100,1000,1.0,0.0024213333333333335
0.5,10,1000,1.0,0.005898166666666667
0.5,1100,1000,1.0,0.000139
0.5,1300,1000,1.0,7.55e-05
0.5,1500,1000,1.0,8.483333333333334e-05
0.5,150,1000,1.0,0.0011786666666666666
0.5,200,1000,1.0,0.0010633333333333332
0.5,3000,1000,1.0,0.000115
0.5,300,1000,1.0,0.0004043333333333333
0.5,30,1000,1.0,0.004569166666666667
0.5,400,1000,1.0,0.000202
0.5,500,1000,1.0,0.00012133333333333333
0.5,50,1000,1.0,0.0038058333333333334
0.5,600,1000,1.0,7.65e-05
0.5,700,1000,1.0,0.00011816666666666666
0.5,800,1000,1.0,0.00011316666666666666
0.5,900,1000,1.0,0.000112
1.0,1000,1000,1.0,0.0001015
1.0,100,1000,1.0,0.0039798333333333335
1.0,10,1000,1.0,0.009416
1.0,1100,1000,1.0,0.00016416666666666665
1.0,1300,1000,1.0,4.6666666666666665e-05
1.0,1500,1000,1.0,6.983333333333333e-05
1.0,150,1000,1.0,0.0025915
1.0,200,1000,1.0,0.0013506666666666667
1.0,3000,1000,1.0,2.6833333333333333e-05
1.0,300,1000,1.0,0.0006236666666666667
1.0,30,1000,1.0,0.008217666666666667
1.0,400,1000,1.0,0.000265
1.0,500,1000,1.0,0.0001915
1.0,50,1000,1.0,0.005965166666666666
1.0,600,1000,1.0,0.00012333333333333334
1.0,700,1000,1.0,6.316666666666667e-05
1.0,800,1000,1.0,3.233333333333333e-05
1.0,900,1000,1.0,6.983333333333333e-05
