birth,life,deltactcf,clife,cof,sep,face,frip
0.001,66,5000,17.0,1.7,74,1.0,0.011937016353861787
0.001,66,8,17.0,1.7,100,1.0,0.012292862788109486
0.001,66,8,17.0,1.7,74,1.0,0.01191705821557916
0.0025,66,1000,17.0,1.7,100,1.0,0.012124732656978339
0.0025,66,1000,17.0,1.7,74,1.0,0.012025073605405546
0.0025,66,100,17.0,1.7,100,1.0,0.012544820077743189
0.0025,66,100,17.0,1.7,74,1.0,0.012516830916627688
0.0025,66,10,17.0,1.7,100,1.0,0.012531195664446201
0.0025,66,10,17.0,1.7,74,1.0,0.012357158366077864
0.0025,66,1500,17.0,1.7,100,1.0,0.012314585719124502
0.0025,66,1500,17.0,1.7,74,1.0,0.011981561737348122
0.0025,66,200,17.0,1.7,100,1.0,0.012382314230874691
0.0025,66,200,17.0,1.7,74,1.0,0.01199922827539402
0.0025,66,20,17.0,1.7,100,1.0,0.012684722334231197
0.0025,66,20,17.0,1.7,74,1.0,0.012336019067305056
0.0025,66,3000,17.0,1.7,100,1.0,0.012323934257004145
0.0025,66,3000,17.0,1.7,74,1.0,0.012014301719506642
0.0025,66,400,17.0,1.7,100,1.0,0.012595264439749029
0.0025,66,400,17.0,1.7,74,1.0,0.012123765023505342
0.0025,66,40,17.0,1.7,100,1.0,0.012721901966160744
0.0025,66,40,17.0,1.7,74,1.0,0.012389058384316372
0.0025,66,4,17.0,1.7,100,1.0,0.012723263278439974
0.0025,66,4,17.0,1.7,74,1.0,0.012438523201987128
0.0025,66,5000,17.0,1.7,100,1.0,0.012104925885901386
0.0025,66,5000,17.0,1.7,74,1.0,0.011857202411453287
0.0025,66,8,17.0,1.7,100,1.0,0.012729890804690398
0.0025,66,8,17.0,1.7,74,1.0,0.01257093848908233
0.005,66,1000,17.0,1.7,100,1.0,0.012325858481588414
0.005,66,1000,17.0,1.7,74,1.0,0.011956876475675166
0.005,66,100,17.0,1.7,100,1.0,0.013199435474765722
0.005,66,100,17.0,1.7,74,1.0,0.012923063275214116
0.005,66,10,17.0,1.7,100,1.0,0.012935557025113308
0.005,66,10,17.0,1.7,74,1.0,0.013090872433426345
0.005,66,1500,17.0,1.7,100,1.0,0.012352139550637914
0.005,66,1500,17.0,1.7,74,1.0,0.012125763815049127
0.005,66,200,17.0,1.7,100,1.0,0.01278868691430507
0.005,66,200,17.0,1.7,74,1.0,0.012578826953784615
0.005,66,20,17.0,1.7,100,1.0,0.012965522024548783
0.005,66,20,17.0,1.7,74,1.0,0.01308450632578441
0.005,66,3000,17.0,1.7,100,1.0,0.012129664994596686
0.005,66,3000,17.0,1.7,74,1.0,0.01187772011211099
0.005,66,400,17.0,1.7,100,1.0,0.013030429523056823
0.005,66,400,17.0,1.7,74,1.0,0.012802199042912603
0.005,66,40,17.0,1.7,100,1.0,0.013229716608332392
0.005,66,40,17.0,1.7,74,1.0,0.012976884242549818
0.005,66,4,17.0,1.7,100,1.0,0.01313018113195374
0.005,66,4,17.0,1.7,74,1.0,0.013089649088632943
0.005,66,5000,17.0,1.7,100,1.0,0.0120489007887224
0.005,66,5000,17.0,1.7,74,1.0,0.011719752303697206
0.005,66,8,17.0,1.7,100,1.0,0.01314401038726431
0.005,66,8,17.0,1.7,74,1.0,0.01262973348205368
0.0075,66,1000,17.0,1.7,100,1.0,0.012642773270536622
0.0075,66,1000,17.0,1.7,74,1.0,0.012290662256339123
0.0075,66,100,17.0,1.7,100,1.0,0.0133818835787674
0.0075,66,100,17.0,1.7,74,1.0,0.013314591922698505
0.0075,66,10,17.0,1.7,100,1.0,0.01365767673672156
0.0075,66,10,17.0,1.7,74,1.0,0.01329837453953972
0.0075,66,1500,17.0,1.7,100,1.0,0.012586744947499152
0.0075,66,1500,17.0,1.7,74,1.0,0.012070955238732138
0.0075,66,200,17.0,1.7,100,1.0,0.013420274520556783
0.0075,66,200,17.0,1.7,74,1.0,0.013300209556729824
0.0075,66,20,17.0,1.7,100,1.0,0.013601411313085695
0.0075,66,20,17.0,1.7,74,1.0,0.0135404156642725
0.0075,66,3000,17.0,1.7,100,1.0,0.012322414877659317
0.0075,66,3000,17.0,1.7,74,1.0,0.011659705429492039
0.0075,66,400,17.0,1.7,100,1.0,0.01328544008774335
0.0075,66,400,17.0,1.7,74,1.0,0.0126348514306062
0.0075,66,40,17.0,1.7,100,1.0,0.01384776367360764
0.0075,66,40,17.0,1.7,74,1.0,0.013191401350145847
0.0075,66,4,17.0,1.7,100,1.0,0.013631634381199697
0.0075,66,4,17.0,1.7,74,1.0,0.013145457681079224
0.0075,66,5000,17.0,1.7,100,1.0,0.01216232842465201
0.0075,66,5000,17.0,1.7,74,1.0,0.011948551279363067
0.0075,66,8,17.0,1.7,100,1.0,0.013580456136389297
0.0075,66,8,17.0,1.7,74,1.0,0.013476599498503078
0.01,66,1000,17.0,1.7,100,1.0,0.012649654026677849
0.01,66,1000,17.0,1.7,74,1.0,0.012375246747155972
0.01,66,100,17.0,1.7,100,1.0,0.014055692833755384
0.01,66,100,17.0,1.7,74,1.0,0.013813392771843715
0.01,66,10,17.0,1.7,100,1.0,0.013866446233003758
0.01,66,10,17.0,1.7,74,1.0,0.014235096843993761
0.01,66,1500,17.0,1.7,100,1.0,0.012696388651429863
0.01,66,1500,17.0,1.7,74,1.0,0.01217442961238829
0.01,66,200,17.0,1.7,100,1.0,0.01370716947047533
0.01,66,200,17.0,1.7,74,1.0,0.013438541812709138
0.01,66,20,17.0,1.7,100,1.0,0.014135126373006016
0.01,66,20,17.0,1.7,74,1.0,0.014240132905369442
0.01,66,3000,17.0,1.7,100,1.0,0.012084906208164648
0.01,66,3000,17.0,1.7,74,1.0,0.011886448540733287
0.01,66,400,17.0,1.7,100,1.0,0.01367254310553396
0.01,66,400,17.0,1.7,74,1.0,0.013255007835113965
0.01,66,40,17.0,1.7,100,1.0,0.014213442152292779
0.01,66,40,17.0,1.7,74,1.0,0.013859925780440627
0.01,66,4,17.0,1.7,100,1.0,0.01446074291520831
0.01,66,4,17.0,1.7,74,1.0,0.01421740549165185
0.01,66,5000,17.0,1.7,100,1.0,0.011980546460426782
0.01,66,5000,17.0,1.7,74,1.0,0.011848589369307445
0.01,66,8,17.0,1.7,100,1.0,0.014187338505459765
0.01,66,8,17.0,1.7,74,1.0,0.014154902002141473
0.025,66,1000,17.0,1.7,100,1.0,0.01363174083452959
0.025,66,1000,17.0,1.7,74,1.0,0.013331087225972628
0.025,66,100,17.0,1.7,100,1.0,0.01676186228810142
0.025,66,100,17.0,1.7,74,1.0,0.016904818564071132
0.025,66,10,17.0,1.7,100,1.0,0.01699806932369877
0.025,66,10,17.0,1.7,74,1.0,0.017242690018573502
0.025,66,1500,17.0,1.7,100,1.0,0.01291722124550396
0.025,66,1500,17.0,1.7,74,1.0,0.012315083245759547
0.025,66,200,17.0,1.7,100,1.0,0.01656169776931886
0.025,66,200,17.0,1.7,74,1.0,0.016076668730388953
0.025,66,20,17.0,1.7,100,1.0,0.017133252149228215
0.025,66,20,17.0,1.7,74,1.0,0.017416318129200595
0.025,66,3000,17.0,1.7,100,1.0,0.012014458297714478
0.025,66,3000,17.0,1.7,74,1.0,0.011576163139107703
0.025,66,400,17.0,1.7,100,1.0,0.015368344650720173
0.025,66,400,17.0,1.7,74,1.0,0.014984319846349878
0.025,66,40,17.0,1.7,100,1.0,0.017119627735931224
0.025,66,40,17.0,1.7,74,1.0,0.016928421922437955
0.025,66,4,17.0,1.7,100,1.0,0.017328014967983356
0.025,66,4,17.0,1.7,74,1.0,0.017391971582668208
0.025,66,5000,17.0,1.7,100,1.0,0.011734934434426362
0.025,66,5000,17.0,1.7,74,1.0,0.011686387001279178
0.025,66,8,17.0,1.7,100,1.0,0.01739673059242891
0.025,66,8,17.0,1.7,74,1.0,0.0175209178311809
0.05,66,1000,17.0,1.7,100,1.0,0.014779133534411844
0.05,66,1000,17.0,1.7,74,1.0,0.014400401619380958
0.05,66,100,17.0,1.7,100,1.0,0.02095862997790287
0.05,66,100,17.0,1.7,74,1.0,0.020999289159041735
0.05,66,10,17.0,1.7,100,1.0,0.022543666833336022
0.05,66,10,17.0,1.7,74,1.0,0.022202885760830245
0.05,66,1500,17.0,1.7,100,1.0,0.01352756012193745
0.05,66,1500,17.0,1.7,74,1.0,0.012722495524121356
0.05,66,200,17.0,1.7,100,1.0,0.020019426119776126
0.05,66,200,17.0,1.7,74,1.0,0.020022176624968604
0.05,66,20,17.0,1.7,100,1.0,0.022045218471265667
0.05,66,20,17.0,1.7,74,1.0,0.022314997016080904
0.05,66,3000,17.0,1.7,100,1.0,0.011812869562412297
0.05,66,3000,17.0,1.7,74,1.0,0.011499944699568887
0.05,66,400,17.0,1.7,100,1.0,0.018443550702430686
0.05,66,400,17.0,1.7,74,1.0,0.018325513314730882
0.05,66,40,17.0,1.7,100,1.0,0.02201421313246988
0.05,66,40,17.0,1.7,74,1.0,0.021725425294878028
0.05,66,4,17.0,1.7,100,1.0,0.022343771673736672
0.05,66,4,17.0,1.7,74,1.0,0.022747961372648867
0.05,66,5000,17.0,1.7,100,1.0,0.011609459829997257
0.05,66,5000,17.0,1.7,74,1.0,0.011233389709050606
0.05,66,8,17.0,1.7,100,1.0,0.022315467991419216
0.05,66,8,17.0,1.7,74,1.0,0.022664992292502413
0.075,66,1000,17.0,1.7,100,1.0,0.01639144986209455
0.075,66,1000,17.0,1.7,74,1.0,0.015633148460919878
0.075,66,100,17.0,1.7,100,1.0,0.025406490427264956
0.075,66,100,17.0,1.7,74,1.0,0.02544512123467429
0.075,66,10,17.0,1.7,100,1.0,0.027183783609413054
0.075,66,10,17.0,1.7,74,1.0,0.027212090978425918
0.075,66,1500,17.0,1.7,100,1.0,0.014172443103921031
0.075,66,1500,17.0,1.7,74,1.0,0.013278249879606354
0.075,66,200,17.0,1.7,100,1.0,0.023815179277085114
0.075,66,200,17.0,1.7,74,1.0,0.023758499561052828
0.075,66,20,17.0,1.7,100,1.0,0.026656131550508878
0.075,66,20,17.0,1.7,74,1.0,0.026834164375923113
0.075,66,3000,17.0,1.7,100,1.0,0.011702408103356507
0.075,66,3000,17.0,1.7,74,1.0,0.011167322975255361
0.075,66,400,17.0,1.7,100,1.0,0.021458423522960048
0.075,66,400,17.0,1.7,74,1.0,0.021062854700421435
0.075,66,40,17.0,1.7,100,1.0,0.02644667172051162
0.075,66,40,17.0,1.7,74,1.0,0.026466345079298514
0.075,66,4,17.0,1.7,100,1.0,0.027185043307150117
0.075,66,4,17.0,1.7,74,1.0,0.02759194618346379
0.075,66,5000,17.0,1.7,100,1.0,0.0113695753157309
0.075,66,5000,17.0,1.7,74,1.0,0.011029446327475328
0.075,66,8,17.0,1.7,100,1.0,0.027194016032516654
0.075,66,8,17.0,1.7,74,1.0,0.02761178406103324
0.1,66,1000,17.0,1.7,100,1.0,0.017566517935040007
0.1,66,1000,17.0,1.7,74,1.0,0.01683508950605194
0.1,66,100,17.0,1.7,100,1.0,0.029286630722782918
0.1,66,100,17.0,1.7,74,1.0,0.0292225842352296
0.1,66,10,17.0,1.7,100,1.0,0.03143287355074642
0.1,66,10,17.0,1.7,74,1.0,0.03144731366634946
0.1,66,1500,17.0,1.7,100,1.0,0.014435790020073638
0.1,66,1500,17.0,1.7,74,1.0,0.013864588829773752
0.1,66,200,17.0,1.7,100,1.0,0.027087411967055188
0.1,66,200,17.0,1.7,74,1.0,0.02718218842239391
0.1,66,20,17.0,1.7,100,1.0,0.031192209845026825
0.1,66,20,17.0,1.7,74,1.0,0.03165250245971709
0.1,66,3000,17.0,1.7,100,1.0,0.011483855311449305
0.1,66,3000,17.0,1.7,74,1.0,0.011135678455643293
0.1,66,400,17.0,1.7,100,1.0,0.02409625521819267
0.1,66,400,17.0,1.7,74,1.0,0.023810031498203887
0.1,66,40,17.0,1.7,100,1.0,0.03079191746494445
0.1,66,40,17.0,1.7,74,1.0,0.03059181599703221
0.1,66,4,17.0,1.7,100,1.0,0.031391054694430556
0.1,66,4,17.0,1.7,74,1.0,0.031300557843098854
0.1,66,5000,17.0,1.7,100,1.0,0.011280000117303944
0.1,66,5000,17.0,1.7,74,1.0,0.010899990322424556
0.1,66,8,17.0,1.7,100,1.0,0.03181099841786304
0.1,66,8,17.0,1.7,74,1.0,0.03182687508784704
0.0001,50,1000,17.0,17.0,100,1.0,0.006603230697269311
0.0001,50,1000,17.0,17.0,74,1.0,0.006317616785382394
0.0001,50,100,17.0,17.0,100,1.0,0.006586551395990258
0.0001,50,100,17.0,17.0,74,1.0,0.0064160129133596444
0.0001,50,10,17.0,17.0,100,1.0,0.006401517766415587
0.0001,50,10,17.0,17.0,74,1.0,0.006270250016439471
0.0001,50,1500,17.0,17.0,100,1.0,0.006537434474749593
0.0001,50,1500,17.0,17.0,74,1.0,0.006370112669311044
0.0001,50,200,17.0,17.0,100,1.0,0.006557631574702818
0.0001,50,200,17.0,17.0,74,1.0,0.006395455509828322
0.0001,50,20,17.0,17.0,100,1.0,0.006447126566557525
0.0001,50,20,17.0,17.0,74,1.0,0.006350686797677878
0.0001,50,3000,17.0,17.0,100,1.0,0.006416647042694237
0.0001,50,3000,17.0,17.0,74,1.0,0.006393702379815059
0.0001,50,400,17.0,17.0,100,1.0,0.006568384973951193
0.0001,50,400,17.0,17.0,74,1.0,0.006415267243764478
0.0001,50,40,17.0,17.0,100,1.0,0.006593961192922467
0.0001,50,40,17.0,17.0,74,1.0,0.006318789260868972
0.0001,50,4,17.0,17.0,100,1.0,0.006339190954692818
0.0001,50,4,17.0,17.0,74,1.0,0.006398596999703469
0.0001,50,5000,17.0,17.0,100,1.0,0.006518340618397071
0.0001,50,5000,17.0,17.0,74,1.0,0.00632447173465577
0.0001,50,8,17.0,17.0,100,1.0,0.006465772028581106
0.0001,50,8,17.0,17.0,74,1.0,0.00645852972814698
0.00025,50,1000,17.0,17.0,100,1.0,0.006474291520830981
0.00025,50,1000,17.0,17.0,74,1.0,0.006366339655602385
0.00025,50,100,17.0,17.0,100,1.0,0.006394480556138002
0.00025,50,100,17.0,17.0,74,1.0,0.006354367998491291
0.00025,50,10,17.0,17.0,100,1.0,0.006571804383941677
0.00025,50,10,17.0,17.0,74,1.0,0.006446987358356897
0.00025,50,1500,17.0,17.0,100,1.0,0.00655062984886853
0.00025,50,1500,17.0,17.0,74,1.0,0.00633363193202868
0.00025,50,200,17.0,17.0,100,1.0,0.006651742770044678
0.00025,50,200,17.0,17.0,74,1.0,0.006521816108696542
0.00025,50,20,17.0,17.0,100,1.0,0.0066112663107469475
0.00025,50,20,17.0,17.0,74,1.0,0.006219884439823471
0.00025,50,3000,17.0,17.0,100,1.0,0.006490304682333586
0.00025,50,3000,17.0,17.0,74,1.0,0.006293755358337045
0.00025,50,400,17.0,17.0,100,1.0,0.0065569573702801654
0.00025,50,400,17.0,17.0,74,1.0,0.00638564145575549
0.00025,50,40,17.0,17.0,100,1.0,0.006485978806109776
0.00025,50,40,17.0,17.0,74,1.0,0.006321795512830852
0.00025,50,4,17.0,17.0,100,1.0,0.006628921434216681
0.00025,50,4,17.0,17.0,74,1.0,0.006316805357902795
0.00025,50,5000,17.0,17.0,100,1.0,0.0064664607493669255
0.00025,50,5000,17.0,17.0,74,1.0,0.006431799768482618
0.00025,50,8,17.0,17.0,100,1.0,0.006385765899449991
0.00025,50,8,17.0,17.0,74,1.0,0.006366801201508213
0.0005,50,1000,17.0,17.0,100,1.0,0.006495809609832416
0.0005,50,1000,17.0,17.0,74,1.0,0.006563011562221227
0.0005,50,100,17.0,17.0,100,1.0,0.006613006661397764
0.0005,50,100,17.0,17.0,74,1.0,0.006485530163637875
0.0005,50,10,17.0,17.0,100,1.0,0.006602419393861191
0.0005,50,10,17.0,17.0,74,1.0,0.006441591489689039
0.0005,50,1500,17.0,17.0,100,1.0,0.006435126373006016
0.0005,50,1500,17.0,17.0,74,1.0,0.006391965379094203
0.0005,50,200,17.0,17.0,100,1.0,0.006477544799109663
0.0005,50,200,17.0,17.0,74,1.0,0.006416612178608339
0.0005,50,20,17.0,17.0,100,1.0,0.006601527443991032
0.0005,50,20,17.0,17.0,74,1.0,0.006501630919605403
0.0005,50,3000,17.0,17.0,100,1.0,0.006365334924756851
0.0005,50,3000,17.0,17.0,74,1.0,0.006422808308322591
0.0005,50,400,17.0,17.0,100,1.0,0.006581736802206487
0.0005,50,400,17.0,17.0,74,1.0,0.00633893226565689
0.0005,50,40,17.0,17.0,100,1.0,0.0064633848933047305
0.0005,50,40,17.0,17.0,74,1.0,0.006458628985331029
0.0005,50,4,17.0,17.0,100,1.0,0.006581333569896289
0.0005,50,4,17.0,17.0,74,1.0,0.006609739363041836
0.0005,50,5000,17.0,17.0,100,1.0,0.006443168438200616
0.0005,50,5000,17.0,17.0,74,1.0,0.00646084366125012
0.0005,50,8,17.0,17.0,100,1.0,0.0065118227713350215
0.0005,50,8,17.0,17.0,74,1.0,0.006356052889190521
0.00075,50,1000,17.0,17.0,100,1.0,0.006476802851658897
0.00075,50,1000,17.0,17.0,74,1.0,0.00643982595252777
0.00075,50,100,17.0,17.0,100,1.0,0.00661935515088953
0.00075,50,100,17.0,17.0,74,1.0,0.0064166096971787386
0.00075,50,10,17.0,17.0,100,1.0,0.006574767334957016
0.00075,50,10,17.0,17.0,74,1.0,0.006412744870574836
0.00075,50,1500,17.0,17.0,100,1.0,0.006550676623816513
0.00075,50,1500,17.0,17.0,74,1.0,0.006521027014083354
0.00075,50,200,17.0,17.0,100,1.0,0.00662538589332086
0.00075,50,200,17.0,17.0,74,1.0,0.0063822567857794235
0.00075,50,20,17.0,17.0,100,1.0,0.006598891917611574
0.00075,50,20,17.0,17.0,74,1.0,0.006403459361007063
0.00075,50,3000,17.0,17.0,100,1.0,0.006450978241584542
0.00075,50,3000,17.0,17.0,74,1.0,0.006378746803608495
0.00075,50,400,17.0,17.0,100,1.0,0.006509754996048323
0.00075,50,400,17.0,17.0,74,1.0,0.006455518513325897
0.00075,50,40,17.0,17.0,100,1.0,0.006558389651445991
0.00075,50,40,17.0,17.0,74,1.0,0.0065333870149270395
0.00075,50,4,17.0,17.0,100,1.0,0.006657641252278262
0.00075,50,4,17.0,17.0,74,1.0,0.006407853972830827
0.00075,50,5000,17.0,17.0,100,1.0,0.00647187212696979
0.00075,50,5000,17.0,17.0,74,1.0,0.006378284016987867
0.00075,50,8,17.0,17.0,100,1.0,0.006593375699608058
0.00075,50,8,17.0,17.0,74,1.0,0.006465491378893208
0.001,50,1000,17.0,17.0,100,1.0,0.006502283907804964
0.001,50,1000,17.0,17.0,74,1.0,0.006443548096929603
0.001,50,100,17.0,17.0,100,1.0,0.006682743270052743
0.001,50,100,17.0,17.0,74,1.0,0.006483083474051071
0.001,50,10,17.0,17.0,100,1.0,0.006494953144405555
0.001,50,10,17.0,17.0,74,1.0,0.006549389754425319
0.001,50,1500,17.0,17.0,100,1.0,0.006509114663139728
0.001,50,1500,17.0,17.0,74,1.0,0.006343588668303583
0.001,50,200,17.0,17.0,100,1.0,0.0066294133776351235
0.001,50,200,17.0,17.0,74,1.0,0.006522433984667246
0.001,50,20,17.0,17.0,100,1.0,0.006612803432313424
0.001,50,20,17.0,17.0,74,1.0,0.006562340335514096
0.001,50,3000,17.0,17.0,100,1.0,0.006479764189744996
0.001,50,3000,17.0,17.0,74,1.0,0.006412960754950142
0.001,50,400,17.0,17.0,100,1.0,0.006536855433152147
0.001,50,400,17.0,17.0,74,1.0,0.00647112050194358
0.001,50,40,17.0,17.0,100,1.0,0.00662237939321602
0.001,50,40,17.0,17.0,74,1.0,0.006437858178854001
0.001,50,4,17.0,17.0,100,1.0,0.0065512927627864965
0.001,50,4,17.0,17.0,74,1.0,0.006447036986948921
0.001,50,5000,17.0,17.0,100,1.0,0.006464672010838885
0.001,50,5000,17.0,17.0,74,1.0,0.006360518221757919
0.001,50,8,17.0,17.0,100,1.0,0.006732621493895063
0.001,50,8,17.0,17.0,74,1.0,0.0064661700498891425
0.0025,50,1000,17.0,17.0,100,1.0,0.0066574525395570894
0.0025,50,1000,17.0,17.0,74,1.0,0.006566120793511558
0.0025,50,100,17.0,17.0,100,1.0,0.0068286811077598025
0.0025,50,100,17.0,17.0,74,1.0,0.006782082093135498
0.0025,50,10,17.0,17.0,100,1.0,0.006941495830577913
0.0025,50,10,17.0,17.0,74,1.0,0.006793500391445519
0.0025,50,1500,17.0,17.0,100,1.0,0.0065790351457281565
0.0025,50,1500,17.0,17.0,74,1.0,0.006408017747184508
0.0025,50,200,17.0,17.0,100,1.0,0.006685572347941096
0.0025,50,200,17.0,17.0,74,1.0,0.006718862711185168
0.0025,50,20,17.0,17.0,100,1.0,0.0068484088453039564
0.0025,50,20,17.0,17.0,74,1.0,0.0066753446395537396
0.0025,50,3000,17.0,17.0,100,1.0,0.006519589025629446
0.0025,50,3000,17.0,17.0,74,1.0,0.0063618147687245575
0.0025,50,400,17.0,17.0,100,1.0,0.006800756463813932
0.0025,50,400,17.0,17.0,74,1.0,0.006591381746851996
0.0025,50,40,17.0,17.0,100,1.0,0.006787114308295295
0.0025,50,40,17.0,17.0,74,1.0,0.006714438322206189
0.0025,50,4,17.0,17.0,100,1.0,0.006864004258133195
0.0025,50,4,17.0,17.0,74,1.0,0.00669094290602702
0.0025,50,5000,17.0,17.0,100,1.0,0.00650316779302892
0.0025,50,5000,17.0,17.0,74,1.0,0.006345973322150357
0.0025,50,8,17.0,17.0,100,1.0,0.006898683849739512
0.0025,50,8,17.0,17.0,74,1.0,0.006541837523434001
0.005,50,1000,17.0,17.0,100,1.0,0.006623750383070694
0.005,50,1000,17.0,17.0,74,1.0,0.006558908518375607
0.005,50,100,17.0,17.0,100,1.0,0.007095256375102824
0.005,50,100,17.0,17.0,74,1.0,0.007040804628362493
0.005,50,10,17.0,17.0,100,1.0,0.007071085017500282
0.005,50,10,17.0,17.0,74,1.0,0.007095319155271735
0.005,50,1500,17.0,17.0,100,1.0,0.0065697962870368875
0.005,50,1500,17.0,17.0,74,1.0,0.006355443698223421
0.005,50,200,17.0,17.0,100,1.0,0.007061875191535347
0.005,50,200,17.0,17.0,74,1.0,0.006855538612905668
0.005,50,20,17.0,17.0,100,1.0,0.007159989677252859
0.005,50,20,17.0,17.0,74,1.0,0.007173040011811605
0.005,50,3000,17.0,17.0,100,1.0,0.006420345489443378
0.005,50,3000,17.0,17.0,74,1.0,0.006308694805251201
0.005,50,400,17.0,17.0,100,1.0,0.006945345892675688
0.005,50,400,17.0,17.0,74,1.0,0.006779635403548693
0.005,50,40,17.0,17.0,100,1.0,0.007068794657978355
0.005,50,40,17.0,17.0,74,1.0,0.007074543385935505
0.005,50,4,17.0,17.0,100,1.0,0.007215927676252842
0.005,50,4,17.0,17.0,74,1.0,0.0071151408149262955
0.005,50,5000,17.0,17.0,100,1.0,0.006511887288504653
0.005,50,5000,17.0,17.0,74,1.0,0.006358103790755931
0.005,50,8,17.0,17.0,100,1.0,0.007392966015580897
0.005,50,8,17.0,17.0,74,1.0,0.0070871316783025036
0.0075,50,1000,17.0,17.0,100,1.0,0.006790851465346215
0.0075,50,1000,17.0,17.0,74,1.0,0.0064914669839587985
0.0075,50,100,17.0,17.0,100,1.0,0.007420745495895095
0.0075,50,100,17.0,17.0,74,1.0,0.007285323460552094
0.0075,50,10,17.0,17.0,100,1.0,0.007600656462201003
0.0075,50,10,17.0,17.0,74,1.0,0.0074366460004938045
0.0075,50,1500,17.0,17.0,100,1.0,0.006792322456813819
0.0075,50,1500,17.0,17.0,74,1.0,0.006449314939322843
0.0075,50,200,17.0,17.0,100,1.0,0.0074223100372586654
0.0075,50,200,17.0,17.0,74,1.0,0.0071264263567526525
0.0075,50,20,17.0,17.0,100,1.0,0.007431834384425556
0.0075,50,20,17.0,17.0,74,1.0,0.007451037051466091
0.0075,50,3000,17.0,17.0,100,1.0,0.006460538073194729
0.0075,50,3000,17.0,17.0,74,1.0,0.006354379164924496
0.0075,50,400,17.0,17.0,100,1.0,0.00717012693753125
0.0075,50,400,17.0,17.0,74,1.0,0.007005122911411723
0.0075,50,40,17.0,17.0,100,1.0,0.0074616558331586
0.0075,50,40,17.0,17.0,74,1.0,0.007549161462902007
0.0075,50,4,17.0,17.0,100,1.0,0.007588688527234311
0.0075,50,4,17.0,17.0,74,1.0,0.007514061641192724
0.0075,50,5000,17.0,17.0,100,1.0,0.006531321472926983
0.0075,50,5000,17.0,17.0,74,1.0,0.006107191555198781
0.0075,50,8,17.0,17.0,100,1.0,0.00752605687188503
0.0075,50,8,17.0,17.0,74,1.0,0.00762699026162953
0.01,50,1000,17.0,17.0,100,1.0,0.006728173035048952
0.01,50,1000,17.0,17.0,74,1.0,0.0066368911657384054
0.01,50,100,17.0,17.0,100,1.0,0.0076087340118389
0.01,50,100,17.0,17.0,74,1.0,0.007729907554340207
0.01,50,10,17.0,17.0,100,1.0,0.008153118598687075
0.01,50,10,17.0,17.0,74,1.0,0.00780710731066382
0.01,50,1500,17.0,17.0,100,1.0,0.006563025210084034
0.01,50,1500,17.0,17.0,74,1.0,0.006345271077573211
0.01,50,200,17.0,17.0,100,1.0,0.007528595622510041
0.01,50,200,17.0,17.0,74,1.0,0.007375645016606968
0.01,50,20,17.0,17.0,100,1.0,0.007906606558170293
0.01,50,20,17.0,17.0,74,1.0,0.007785476688829969
0.01,50,3000,17.0,17.0,100,1.0,0.006473401183890063
0.01,50,3000,17.0,17.0,74,1.0,0.006355809709089601
0.01,50,400,17.0,17.0,100,1.0,0.007283261020339038
0.01,50,400,17.0,17.0,74,1.0,0.007131781281832089
0.01,50,40,17.0,17.0,100,1.0,0.007894059581606156
0.01,50,40,17.0,17.0,74,1.0,0.007674345864139248
0.01,50,4,17.0,17.0,100,1.0,0.007928929498862885
0.01,50,4,17.0,17.0,74,1.0,0.007944157908254104
0.01,50,5000,17.0,17.0,100,1.0,0.006453763770383393
0.01,50,5000,17.0,17.0,74,1.0,0.006287493470738361
0.01,50,8,17.0,17.0,100,1.0,0.007948812077614154
0.01,50,8,17.0,17.0,74,1.0,0.007798086073348577
0.025,50,1000,17.0,17.0,100,1.0,0.007326748818529331
0.025,50,1000,17.0,17.0,74,1.0,0.0070311890886577575
0.025,50,100,17.0,17.0,100,1.0,0.009671454378296425
0.025,50,100,17.0,17.0,74,1.0,0.009574339288350804
0.025,50,10,17.0,17.0,100,1.0,0.010146828174647978
0.025,50,10,17.0,17.0,74,1.0,0.009848568277155835
0.025,50,1500,17.0,17.0,100,1.0,0.006901667768834981
0.025,50,1500,17.0,17.0,74,1.0,0.006555387369771472
0.025,50,200,17.0,17.0,100,1.0,0.009034569912417943
0.025,50,200,17.0,17.0,74,1.0,0.009156549671396685
0.025,50,20,17.0,17.0,100,1.0,0.009993285375570574
0.025,50,20,17.0,17.0,74,1.0,0.009935611864707495
0.025,50,3000,17.0,17.0,100,1.0,0.0064465701059694515
0.025,50,3000,17.0,17.0,74,1.0,0.006213597737928776
0.025,50,400,17.0,17.0,100,1.0,0.00832644236197358
0.025,50,400,17.0,17.0,74,1.0,0.008269422459667464
0.025,50,40,17.0,17.0,100,1.0,0.00986263326827852
0.025,50,40,17.0,17.0,74,1.0,0.009677203230325055
0.025,50,4,17.0,17.0,100,1.0,0.010054755721866482
0.025,50,4,17.0,17.0,74,1.0,0.010135112601071729
0.025,50,5000,17.0,17.0,100,1.0,0.006254949273375377
0.025,50,5000,17.0,17.0,74,1.0,0.006286807355453624
0.025,50,8,17.0,17.0,100,1.0,0.01001076307682382
0.025,50,8,17.0,17.0,74,1.0,0.010075401960577528
0.05,50,1000,17.0,17.0,100,1.0,0.00805981064210713
0.05,50,1000,17.0,17.0,74,1.0,0.0076767747406064155
0.05,50,100,17.0,17.0,100,1.0,0.01243263601025823
